sample_id,ts_unix,ts_readable,CPU_perc,Mem_perc,cpu_freq_MHz,disk_read_MBps,disk_write_MBps,net_sent_MBps,net_recv_MBps,trigger_ctx
45,1350.0,t+1350s,1.3886533409868929,1.5602474899634216,,-0.013524089243357821,0.9124189471620968,0.0,0.0,
46,1380.0,t+1380s,1.1494616822755919,1.4659807990873095,,-0.013524089243357821,0.1294913234911509,0.0,0.0,
47,1410.0,t+1410s,0.7189166965952506,1.5799782790977432,,-0.013524089243357821,-0.04979764073467863,0.0,0.0,
48,1440.0,t+1440s,0.57540170136847,1.5869267420981708,,-0.013524089243357821,-0.03079690811291952,0.0,0.0,
49,1470.0,t+1470s,0.09701838394586842,1.56506161279307,,-0.013524089243357821,0.18454472826701707,0.0,0.0,
50,1500.0,t+1500s,0.19269504743038882,1.5373389054637172,,-0.013524089243357821,-0.036643287381153335,0.0,0.0,
51,1530.0,t+1530s,-0.1421732747654323,1.5893219460676022,,-0.013524089243357821,0.12851692694644531,0.0,0.0,
52,1560.0,t+1560s,-0.33352660173447296,1.5784842409781958,,-0.013524089243357821,-0.0556440200029122,0.0,0.0,
53,1590.0,t+1590s,1.1494616822755919,1.5959146857062325,,-0.013524089243357821,-0.03274570120233072,0.0,0.0,
54,1620.0,t+1620s,0.43188670614168956,1.541536441132918,,-0.013524089243357821,0.201596667799365,0.0,0.0,
55,1650.0,t+1650s,0.38404837439942935,1.5543661970483835,,-0.013524089243357821,-0.08097833016525768,0.0,0.0,
56,1680.0,t+1680s,0.0013417204613481641,1.5541764779220921,,-0.013524089243357821,-0.08097833016525768,0.0,0.0,
57,1710.0,t+1710s,0.14485671568812863,1.5630458470762216,,-0.013524089243357821,-0.08097833016525768,0.0,0.0,
58,1740.0,t+1740s,0.14485671568812863,1.5598917666016245,,-0.013524089243357821,-0.08049113189290487,0.0,0.0,
59,1770.0,t+1770s,0.09701838394586842,1.5627612683867853,,-0.013524089243357821,-0.07220876126290733,0.0,0.0,
60,1800.0,t+1800s,-0.1900116065076925,1.562784983277571,,-0.013524089243357821,-0.07172156299055453,0.0,0.0,
61,1830.0,t+1830s,-0.3813649334767331,1.5639470129261073,,-0.013524089243357821,-0.08097833016525768,0.0,0.0,
62,1860.0,t+1860s,0.14485671568812863,1.5660813530968865,,-0.013524089243357821,-0.06051600272644018,0.0,0.0,
63,1890.0,t+1890s,0.43188670614168956,1.6200564445268324,,-0.013524089243357821,-0.054669623458206605,0.0,0.0,
64,1920.0,t+1920s,0.0013417204613481641,1.5621209663355502,,-0.013524089243357821,-0.054669623458206605,0.0,0.0,
65,1950.0,t+1950s,-0.23784993824995262,1.5685002719571035,,-0.013524089243357821,-0.06343919236055696,0.0,0.0,
66,1980.0,t+1980s,-0.3813649334767331,1.5772273517665147,,-0.013524089243357821,-0.06977276990114332,0.0,0.0,
67,2010.0,t+2010s,-0.4770415969612534,1.5949186602932022,,-0.013524089243357821,-0.035668890836447496,0.0,0.0,
68,2040.0,t+2040s,-0.5248799287035135,1.6016774041673383,,-0.013524089243357821,-0.061490399271146017,0.0,0.0,
69,2070.0,t+2070s,-0.1900116065076925,1.6197481509466085,,-0.013524089243357821,-0.0770807439864353,0.0,0.0,
70,2100.0,t+2100s,-0.3813649334767331,1.513742589131206,,-0.013524089243357821,-0.04346406319409226,0.0,0.0,
71,2130.0,t+2130s,-0.1900116065076925,1.601179391460823,,-0.013524089243357821,0.0047685657688347075,0.0,0.0,
72,2160.0,t+2160s,-0.33352660173447296,1.5943257880235404,,-0.013524089243357821,-0.0571056148199706,0.0,0.0,
73,2190.0,t+2190s,-0.4770415969612534,1.602436280672504,,-0.013524089243357821,-0.04590005455585625,0.0,0.0,
74,2220.0,t+2220s,-0.5248799287035135,1.60993018616102,,-0.013524089243357821,-0.05661841654761803,0.0,0.0,
75,2250.0,t+2250s,-0.28568826999221275,1.5805000066950443,,-0.013524089243357821,0.002819772679423519,0.0,0.0,
76,2280.0,t+2280s,0.14485671568812863,1.5302718680093572,,-0.013524089243357821,0.26639403802228706,0.0,0.0,
77,2310.0,t+2310s,-0.1421732747654323,1.479688005961873,,-0.013524089243357821,-0.0015650117717516672,0.0,0.0,
78,2340.0,t+2340s,0.6232400331107302,1.612206815676519,,-0.013524089243357821,0.039359643105883343,0.0,0.0,
79,2370.0,t+2370s,0.14485671568812863,1.594562936931405,,-0.013524089243357821,-0.008872985857043629,0.0,0.0,
80,2400.0,t+2400s,-0.1900116065076925,1.6882130406470697,,-0.013524089243357821,-0.03323289947468351,0.0,0.0,
81,2430.0,t+2430s,-0.33352660173447296,1.8135936682349967,,-0.013524089243357821,0.10561860814586382,0.0,0.0,
82,2460.0,t+2460s,-0.4770415969612534,1.758859700299885,,-0.013524089243357821,0.05202679818705607,0.0,0.0,
83,2490.0,t+2490s,-0.5248799287035135,1.7572945175079802,,-0.013524089243357821,-0.004975399678221251,0.0,0.0,
84,2520.0,t+2520s,0.7189166965952506,1.8585333862753075,,-0.013524089243357821,0.20939184015700973,0.0,0.0,
85,2550.0,t+2550s,0.19269504743038882,1.846509936646581,,-0.013524089243357821,0.2118278315187737,0.0,0.0,
86,2580.0,t+2580s,-0.1421732747654323,1.8473636727148914,,-0.013524089243357821,-0.07025996817349638,0.0,0.0,
87,2610.0,t+2610s,0.0013417204613481641,1.89144965468689,,-0.013524089243357821,0.054949987821172865,0.0,0.0,
88,2640.0,t+2640s,-0.23784993824995262,1.88378974496287,,-0.013524089243357821,0.060309168817053636,0.0,0.0,
89,2670.0,t+2670s,0.19269504743038882,1.6164517811272932,,-0.013524089243357821,-0.010821778946454816,0.0,0.0,
90,2700.0,t+2700s,0.09701838394586842,1.5602000601818484,,-0.013524089243357821,0.23423895204700218,0.0,0.0,
91,2730.0,t+2730s,0.43188670614168956,1.5702551738753014,,-0.013524089243357821,-0.054669623458206605,0.0,0.0,
92,2760.0,t+2760s,0.0013417204613481641,1.5746898584523652,,-0.013524089243357821,-0.044438459738797856,0.0,0.0,
93,2790.0,t+2790s,-0.23784993824995262,1.578531670759769,,-0.013524089243357821,-0.05418242518585381,0.0,0.0,
94,2820.0,t+2820s,0.19269504743038882,1.6202698785439096,,-0.013524089243357821,-0.03713048565350589,0.0,0.0,
95,2850.0,t+2850s,0.09701838394586842,1.5154026314862574,,-0.013524089243357821,-0.04005367528762268,0.0,0.0,
96,2880.0,t+2880s,-0.1900116065076925,1.609432173454505,,-0.013524089243357821,-0.04151527010468107,0.0,0.0,
97,2910.0,t+2910s,-0.3813649334767331,1.607155543939006,,-0.013524089243357821,-0.054669623458206605,0.0,0.0,
98,2940.0,t+2940s,-0.09433494302317216,1.6138668580315705,,-0.013524089243357821,-0.05125923555173726,0.0,0.0,
99,2970.0,t+2970s,-0.33352660173447296,1.6130605517448315,,-0.013524089243357821,-0.06490078717761535,0.0,0.0,
100,3000.0,t+3000s,-0.4292032652189932,1.6189418446598693,,-0.013524089243357821,-0.07269595953526012,0.0,0.0,
101,3030.0,t+3030s,-0.5248799287035135,1.6154320408234752,,-0.013524089243357821,-0.06684958026702656,0.0,0.0,
102,3060.0,t+3060s,-0.5727182604457738,1.6156217599497666,,-0.013524089243357821,-0.06441358890526255,0.0,0.0,
103,3090.0,t+3090s,-0.5727182604457738,1.621645342209523,,-0.013524089243357821,-0.06246479581585137,0.0,0.0,
104,3120.0,t+3120s,-0.6205565921880339,1.6229970909843505,,-0.013524089243357821,0.011102143309421083,0.0,0.0,
105,3150.0,t+3150s,-0.28568826999221275,1.6405223952755321,,-0.013524089243357821,0.07736110834940157,0.0,0.0,
106,3180.0,t+3180s,-0.09433494302317216,1.5911005628765842,,-0.013524089243357821,0.009640548492362688,0.0,0.0,
107,3210.0,t+3210s,0.0013417204613481641,1.623755967489518,,-0.013524089243357821,-0.05223363209644262,0.0,0.0,
108,3240.0,t+3240s,-0.23784993824995262,1.6226176527317675,,-0.013524089243357821,-0.06002880445408738,0.0,0.0,
109,3270.0,t+3270s,-0.4292032652189932,1.6229970909843505,,-0.013524089243357821,-0.061490399271146017,0.0,0.0,
110,3300.0,t+3300s,-0.4770415969612534,1.6296846901861275,,-0.013524089243357821,-0.05954160618173458,0.0,0.0,
111,3330.0,t+3330s,-0.5727182604457738,1.634996825722291,,-0.013524089243357821,-0.06587518372232096,0.0,0.0,
112,3360.0,t+3360s,-0.33352660173447296,1.6316293112306168,,-0.013524089243357821,-0.058567209637028994,0.0,0.0,
113,3390.0,t+3390s,-0.4292032652189932,1.631392162322752,,-0.013524089243357821,-0.05223363209644262,0.0,0.0,
114,3420.0,t+3420s,-0.5248799287035135,1.6321273239371321,,-0.013524089243357821,-0.06782397681173215,0.0,0.0,
115,3450.0,t+3450s,-0.5727182604457738,1.6353999788656617,,-0.013524089243357821,-0.0751319508970241,0.0,0.0,
116,3480.0,t+3480s,-0.5727182604457738,1.6324593324081418,,-0.013524089243357821,-0.044438459738797856,0.0,0.0,
117,3510.0,t+3510s,-0.6205565921880339,1.6345462427973492,,-0.013524089243357821,-0.066362381994674,0.0,0.0,
118,3540.0,t+3540s,-0.28568826999221275,1.6323407579542093,,-0.013524089243357821,-0.05808001136467619,0.0,0.0,
119,3570.0,t+3570s,-0.4292032652189932,1.6263171756944532,,-0.013524089243357821,-0.06733677853937935,0.0,0.0,
120,3600.0,t+3600s,-0.5248799287035135,1.6316530261214026,,-0.013524089243357821,-0.0785423388034937,0.0,0.0,
121,3630.0,t+3630s,-0.5727182604457738,1.6312261580872465,,-0.013524089243357821,-0.07367035607996596,0.0,0.0,
122,3660.0,t+3660s,-0.5727182604457738,1.6270997670904064,,-0.013524089243357821,-0.06051600272644018,0.0,0.0,
123,3690.0,t+3690s,-0.6205565921880339,1.6331233493501627,,-0.013524089243357821,-0.07123436471820173,0.0,0.0,
124,3720.0,t+3720s,-0.3813649334767331,1.638909782702054,,-0.013524089243357821,-0.06441358890526255,0.0,0.0,
125,3750.0,t+3750s,-0.4770415969612534,1.6361588553708273,,-0.013524089243357821,-0.0785423388034937,0.0,0.0,
126,3780.0,t+3780s,0.09701838394586842,1.6492494750849434,,-0.013524089243357821,-0.0765935457140825,0.0,0.0,
127,3810.0,t+3810s,0.09701838394586842,1.6507672280952768,,-0.013524089243357821,-0.0770807439864353,0.0,0.0,
128,3840.0,t+3840s,-0.1900116065076925,1.6521901215424633,,-0.013524089243357821,-0.07074716644584893,0.0,0.0,
129,3870.0,t+3870s,-0.3813649334767331,1.6526407044674052,,-0.013524089243357821,-0.07318315780761292,0.0,0.0,
130,3900.0,t+3900s,-0.4770415969612534,1.6503403600611204,,-0.013524089243357821,-0.07123436471820173,0.0,0.0,
131,3930.0,t+3930s,-0.23784993824995262,1.6452653734328215,,-0.013524089243357821,-0.066362381994674,0.0,0.0,
132,3960.0,t+3960s,0.14485671568812863,1.648158590108768,,-0.013524089243357821,-0.04784884764526744,0.0,0.0,
133,3990.0,t+3990s,-0.1900116065076925,1.6624112394714203,,-0.013524089243357821,-0.06831117508408495,0.0,0.0,
134,4020.0,t+4020s,-0.33352660173447296,1.6700237194138687,,-0.013524089243357821,-0.042002468377033864,0.0,0.0,
135,4050.0,t+4050s,-0.4770415969612534,1.6643321456251223,,-0.013524089243357821,-0.07805514053114089,0.0,0.0,
136,4080.0,t+4080s,-0.5248799287035135,1.5849821210536814,,-0.013524089243357821,0.018897315667065838,0.0,0.0,
137,4110.0,t+4110s,-0.28568826999221275,1.5150943379060335,,-0.013524089243357821,0.047154815463528094,0.0,0.0,
138,4140.0,t+4140s,-0.4292032652189932,1.606776105686423,,-0.013524089243357821,-0.02397613229998036,0.0,0.0,
139,4170.0,t+4170s,0.2883717109149091,1.6523086959963957,,-0.013524089243357821,0.08807947034116312,0.0,0.0,
140,4200.0,t+4200s,-0.09433494302317216,1.6403326761492407,,-0.013524089243357821,-0.054669623458206605,0.0,0.0,
141,4230.0,t+4230s,-0.28568826999221275,1.6365382936234103,,-0.013524089243357821,-0.06977276990114332,0.0,0.0,
142,4260.0,t+4260s,-0.4292032652189932,1.6371785956746436,,-0.013524089243357821,-0.07367035607996596,0.0,0.0,
143,4290.0,t+4290s,-0.5248799287035135,1.6467594115523672,,-0.013524089243357821,-0.06392639063290977,0.0,0.0,
144,4320.0,t+4320s,0.09701838394586842,1.6512652408017918,,-0.013524089243357821,-0.06928557162879054,0.0,0.0,
145,4350.0,t+4350s,0.09701838394586842,1.6515972492728015,,-0.013524089243357821,-0.07220876126290733,0.0,0.0,
146,4380.0,t+4380s,-0.1900116065076925,1.6450282245249568,,-0.013524089243357821,-0.04492565801115066,0.0,0.0,
147,4410.0,t+4410s,0.2405333791726489,1.6435341864054112,,-0.013524089243357821,-0.05028483900703143,0.0,0.0,
148,4440.0,t+4440s,-0.09433494302317216,1.6520478321977434,,-0.013524089243357821,-0.061977597543498575,0.0,0.0,
149,4470.0,t+4470s,-0.33352660173447296,1.6518818279622396,,-0.013524089243357821,-0.04784884764526744,0.0,0.0,
150,4500.0,t+4500s,-0.4292032652189932,1.6505537940781978,,-0.013524089243357821,-0.05272083036879542,0.0,0.0,
151,4530.0,t+4530s,-0.5248799287035135,1.6528304235936968,,-0.013524089243357821,-0.05077203727938423,0.0,0.0,
152,4560.0,t+4560s,-0.28568826999221275,1.6528067087029108,,-0.013524089243357821,-0.05077203727938423,0.0,0.0,
153,4590.0,t+4590s,0.19269504743038882,1.5592988943319643,,-0.013524089243357821,0.07930990143881274,0.0,0.0,
154,4620.0,t+4620s,1.5800066679559335,1.6450756543065301,,-0.013524089243357821,0.031077272475885778,0.0,0.0,
155,4650.0,t+4650s,0.7189166965952506,1.6268389032917543,,-0.013524089243357821,-0.044438459738797856,0.0,0.0,
156,4680.0,t+4680s,0.5275633696262099,1.6393129358454244,,-0.013524089243357821,-0.02884811502350833,0.0,0.0,
157,4710.0,t+4710s,0.04918005220360836,1.6359454213537483,,-0.013524089243357821,-0.04102807183232827,0.0,0.0,
158,4740.0,t+4740s,0.47972503788394977,1.6432021779344015,,-0.013524089243357821,-0.04833604591762024,0.0,0.0,
159,4770.0,t+4770s,0.47972503788394977,1.6519766875253843,,-0.013524089243357821,-0.0556440200029122,0.0,0.0,
160,4800.0,t+4800s,0.04918005220360836,1.6557710700512165,,-0.013524089243357821,-0.05125923555173726,0.0,0.0,
161,4830.0,t+4830s,5.3592348755944865,1.6555102062525644,,-0.013524089243357821,-0.05077203727938423,0.0,0.0,
162,4860.0,t+4860s,8.038181453161055,1.6566959507918864,,-0.013524089243357821,-0.05320802864114821,0.0,0.0,
163,4890.0,t+4890s,5.167881548625445,1.6551781977815547,,-0.013524089243357821,-0.06343919236055696,0.0,0.0,
164,4920.0,t+4920s,2.871641624996957,1.657952840003569,,-0.013524089243357821,-0.0556440200029122,0.0,0.0,
165,4950.0,t+4950s,1.819198326667234,1.6466645519892207,,-0.013524089243357821,-0.0015650117717516672,0.0,0.0,
166,4980.0,t+4980s,1.1494616822755919,1.5286118256543058,,-0.013524089243357821,0.1674927887346691,0.0,0.0,
167,5010.0,t+5010s,0.43188670614168956,1.6199615849636857,,-0.013524089243357821,0.006230160585893103,0.0,0.0,
168,5040.0,t+5040s,0.6710783648529904,1.6649724476763557,,-0.013524089243357821,-0.022514537482921964,0.0,0.0,
169,5070.0,t+5070s,0.7667550283375105,1.6406409697294646,,-0.013524089243357821,-0.026899321934097144,0.0,0.0,
170,5100.0,t+5100s,0.19269504743038882,1.6413524164530586,,-0.013524089243357821,-0.05369522691350101,0.0,0.0,
171,5130.0,t+5130s,-0.1421732747654323,1.6474945731667472,,-0.013524089243357821,-0.05418242518585381,0.0,0.0,
172,5160.0,t+5160s,-0.33352660173447296,1.6630041117410805,,-0.013524089243357821,-0.004001003133515897,0.0,0.0,
173,5190.0,t+5190s,-0.4292032652189932,1.5986181832558877,,-0.013524089243357821,0.20354546088877618,0.0,0.0,
174,5220.0,t+5220s,-0.5248799287035135,1.6426567354463129,,-0.013524089243357821,-0.055156821730559406,0.0,0.0,
175,5250.0,t+5250s,-0.33352660173447296,1.6545378957303214,,-0.013524089243357821,-0.06295199408820441,0.0,0.0,
176,5280.0,t+5280s,-0.4292032652189932,1.6404038208215999,,-0.013524089243357821,-0.061490399271146017,0.0,0.0,
177,5310.0,t+5310s,-0.5248799287035135,1.640664684620252,,-0.013524089243357821,-0.06002880445408738,0.0,0.0,
178,5340.0,t+5340s,-0.5727182604457738,1.643913624657994,,-0.013524089243357821,-0.07415755435231852,0.0,0.0,
179,5370.0,t+5370s,-0.5727182604457738,1.6500320664808967,,-0.013524089243357821,-0.07415755435231852,0.0,0.0,
180,5400.0,t+5400s,-0.6205565921880339,1.6432021779344015,,-0.013524089243357821,-0.07269595953526012,0.0,0.0,
181,5430.0,t+5430s,-0.6205565921880339,1.646190254173493,,-0.013524089243357821,-0.06490078717761535,0.0,0.0,
182,5460.0,t+5460s,-0.6205565921880339,1.64434049269215,,-0.013524089243357821,-0.06295199408820441,0.0,0.0,
183,5490.0,t+5490s,-0.6205565921880339,1.6427990247910311,,-0.013524089243357821,-0.06977276990114332,0.0,0.0,
184,5520.0,t+5520s,-0.28568826999221275,1.644719930944733,,-0.013524089243357821,-0.06977276990114332,0.0,0.0,
185,5550.0,t+5550s,-0.4292032652189932,1.6464036881905701,,-0.013524089243357821,-0.07074716644584893,0.0,0.0,
186,5580.0,t+5580s,-0.5248799287035135,1.6442456331290036,,-0.013524089243357821,-0.0751319508970241,0.0,0.0,
187,5610.0,t+5610s,-0.5727182604457738,1.6438899097672082,,-0.013524089243357821,-0.07561914916937691,0.0,0.0,
188,5640.0,t+5640s,-0.33352660173447296,1.6464985477537166,,-0.013524089243357821,-0.07367035607996596,0.0,0.0,
189,5670.0,t+5670s,-0.4292032652189932,1.6440796288934996,,-0.013524089243357821,-0.0795167353481993,0.0,0.0,
190,5700.0,t+5700s,-0.5248799287035135,1.6179221043560514,,-0.013524089243357821,-0.06051600272644018,0.0,0.0,
191,5730.0,t+5730s,0.14485671568812863,1.6884501895549344,,-0.013524089243357821,0.07248912562587358,0.0,0.0,
192,5760.0,t+5760s,-0.1900116065076925,1.6612254949320984,,-0.013524089243357821,-0.04005367528762268,0.0,0.0,
193,5790.0,t+5790s,-0.09433494302317216,1.6695494215981392,,-0.013524089243357821,-0.008385787584690834,0.0,0.0,
194,5820.0,t+5820s,0.8624316918220309,1.692434291207058,,-0.013524089243357821,0.24544451231111672,0.0,0.0,
195,5850.0,t+5850s,0.5275633696262099,1.681122288301924,,-0.013524089243357821,-0.07318315780761292,0.0,0.0,
196,5880.0,t+5880s,0.09701838394586842,1.6911774019953754,,-0.013524089243357821,-0.06977276990114332,0.0,0.0,
197,5910.0,t+5910s,-0.1900116065076925,1.6987898819378238,,-0.013524089243357821,-0.06295199408820441,0.0,0.0,
198,5940.0,t+5940s,-0.1421732747654323,1.6835412071621412,,-0.013524089243357821,0.20257106434407054,0.0,0.0,
199,5970.0,t+5970s,-0.33352660173447296,1.6569330996997509,,-0.013524089243357821,-0.004488201405868442,0.0,0.0,
200,6000.0,t+6000s,-0.1900116065076925,1.6950429291935667,,-0.013524089243357821,-0.058567209637028994,0.0,0.0,
201,6030.0,t+6030s,-0.33352660173447296,1.7111216251467742,,-0.013524089243357821,-0.06538798544996816,0.0,0.0,
202,6060.0,t+6060s,-0.1421732747654323,1.701137656125682,,-0.013524089243357821,-0.02884811502350833,0.0,0.0,
203,6090.0,t+6090s,-0.09433494302317216,1.6694782769257803,,-0.013524089243357821,0.0671299446299928,0.0,0.0,
204,6120.0,t+6120s,-0.28568826999221275,1.7084418424879064,,-0.013524089243357821,-0.0575928130923234,0.0,0.0,
205,6150.0,t+6150s,-0.1900116065076925,1.7167657691539475,,-0.013524089243357821,-0.05320802864114821,0.0,0.0,
206,6180.0,t+6180s,1.1494616822755919,1.6890193469338086,,-0.013524089243357821,-0.012770572035866005,0.0,0.0,
207,6210.0,t+6210s,0.43188670614168956,1.6577631208772776,,-0.013524089243357821,0.009153350220009878,0.0,0.0,
208,6240.0,t+6240s,0.0013417204613481641,1.691343406230881,,-0.013524089243357821,-0.07464475262467131,0.0,0.0,
209,6270.0,t+6270s,-0.23784993824995262,1.6925528656609887,,-0.013524089243357821,-0.08974789906760804,0.0,0.0,
210,6300.0,t+6300s,-0.3813649334767331,1.7101018848429579,,-0.013524089243357821,-0.008385787584690834,0.0,0.0,
211,6330.0,t+6330s,-0.4770415969612534,1.7312792823152519,,-0.013524089243357821,0.21621261596994887,0.0,0.0,
212,6360.0,t+6360s,-0.1421732747654323,1.69862387770232,,-0.013524089243357821,-0.04346406319409226,0.0,0.0,
213,6390.0,t+6390s,-0.33352660173447296,1.7112401996007065,,-0.013524089243357821,-0.066362381994674,0.0,0.0,
214,6420.0,t+6420s,-0.4770415969612534,1.581543461889648,,-0.013524089243357821,-0.026899321934097144,0.0,0.0,
215,6450.0,t+6450s,-0.5248799287035135,1.7194218369220293,,-0.013524089243357821,0.13338890966997327,0.0,0.0,
216,6480.0,t+6480s,-0.5727182604457738,1.717216352078891,,-0.013524089243357821,-0.03713048565350589,0.0,0.0,
217,6510.0,t+6510s,-0.6205565921880339,1.7374451539197262,,-0.013524089243357821,-0.051746433824089826,0.0,0.0,
218,6540.0,t+6540s,-0.33352660173447296,1.7147262885463148,,-0.013524089243357821,0.007204557130598689,0.0,0.0,
219,6570.0,t+6570s,-0.4292032652189932,1.6449570798525976,,-0.013524089243357821,0.25177808985170314,0.0,0.0,
220,6600.0,t+6600s,-0.5248799287035135,1.7207261559152836,,-0.013524089243357821,-0.07172156299055453,0.0,0.0,
221,6630.0,t+6630s,-0.5727182604457738,1.7396980685444394,,-0.013524089243357821,-0.07025996817349638,0.0,0.0,
222,6660.0,t+6660s,-0.5727182604457738,1.7511523607942916,,-0.013524089243357821,-0.055156821730559406,0.0,0.0,
223,6690.0,t+6690s,-0.23784993824995262,1.7451524934253213,,-0.013524089243357821,-0.0346944942917419,0.0,0.0,
224,6720.0,t+6720s,-0.3813649334767331,1.7214376026388778,,-0.013524089243357821,-0.04346406319409226,0.0,0.0,
225,6750.0,t+6750s,-0.1900116065076925,1.7550890326648403,,-0.013524089243357821,-0.051746433824089826,0.0,0.0,
226,6780.0,t+6780s,-0.3813649334767331,1.7577213855421363,,-0.013524089243357821,-0.06441358890526255,0.0,0.0,
