Time-(numerical),Time-(readable),CPU_perc,Mem_perc,cpu_freq_MHz,disk_read_MBps,disk_write_MBps,net_sent_MBps,net_recv_MBps,trigger_ctx
1760397682.7275414,2025-10-13T18:21:22,19.2,81.3,1711.0,0.0,0.356,0.0,0.0,
1760397683.7738364,2025-10-13T18:21:23,21.5,81.2,1711.0,0.0,0.057,0.001,0.001,
1760397684.81064,2025-10-13T18:21:24,18.3,81.2,1711.0,0.0,0.246,0.0,0.0,
1760397685.8496084,2025-10-13T18:21:25,21.4,81.2,1711.0,0.0,0.07,0.0,0.0,
1760397686.8842177,2025-10-13T18:21:26,17.3,81.2,1711.0,0.0,0.176,0.0,0.0,
1760397687.9177287,2025-10-13T18:21:27,24.7,81.4,1711.0,0.0,0.029,0.001,0.001,
1760397688.9384735,2025-10-13T18:21:28,16.4,81.4,1711.0,0.0,0.098,0.018,0.006,
1760397689.9791338,2025-10-13T18:21:29,21.6,81.4,1711.0,0.0,0.086,0.0,0.003,
1760397691.012276,2025-10-13T18:21:31,28.7,82.3,1711.0,0.066,0.139,0.001,0.001,
1760397692.0399573,2025-10-13T18:21:32,31.2,82.2,1711.0,0.0,0.205,0.0,0.0,
1760397693.072959,2025-10-13T18:21:33,20.1,82.2,1711.0,0.0,0.217,0.0,0.0,
1760397694.1031938,2025-10-13T18:21:34,22.7,82.3,1711.0,0.0,0.074,0.001,0.0,
1760397695.1372619,2025-10-13T18:21:35,20.0,82.2,1711.0,0.0,0.102,0.0,0.0,
1760397696.172628,2025-10-13T18:21:36,19.1,82.2,1711.0,0.0,0.0,0.0,0.0,
1760397697.2065465,2025-10-13T18:21:37,19.7,82.2,1711.0,0.0,0.082,0.0,0.0,
1760397698.2450159,2025-10-13T18:21:38,21.0,82.2,1711.0,0.185,0.242,0.001,0.016,
1760397699.27793,2025-10-13T18:21:39,29.9,82.2,1711.0,0.41,0.188,0.02,0.024,
1760397700.3067598,2025-10-13T18:21:40,43.4,81.8,1711.0,0.196,0.266,0.011,0.026,
1760397701.3368485,2025-10-13T18:21:41,40.4,81.5,1711.0,0.017,0.804,0.004,0.06,
1760397702.3699827,2025-10-13T18:21:42,30.5,81.3,1711.0,0.012,0.311,0.001,0.001,
1760397703.400676,2025-10-13T18:21:43,26.0,81.2,1711.0,0.086,0.348,0.001,0.015,
1760397704.4197736,2025-10-13T18:21:44,27.6,81.2,1711.0,0.055,0.985,0.004,0.218,
1760397705.4612558,2025-10-13T18:21:45,28.3,81.4,1711.0,0.041,0.532,0.008,0.16,
1760397706.4919126,2025-10-13T18:21:46,26.0,81.6,1711.0,0.305,0.479,0.003,0.112,
1760397707.5251794,2025-10-13T18:21:47,30.3,81.5,1711.0,0.2,0.299,0.001,0.035,
1760397708.5598853,2025-10-13T18:21:48,28.5,81.6,1711.0,0.098,0.755,0.004,0.194,
1760397709.5895972,2025-10-13T18:21:49,28.9,81.9,1711.0,0.149,0.206,0.034,0.304,
1760397710.6177154,2025-10-13T18:21:50,28.0,82.0,1711.0,0.082,0.713,0.003,0.314,
1760397711.6503236,2025-10-13T18:21:51,31.9,81.6,1711.0,0.299,0.582,0.009,0.04,
1760397712.6793246,2025-10-13T18:21:52,26.3,81.6,1711.0,0.001,0.275,0.004,0.075,
1760397713.7139862,2025-10-13T18:21:53,28.6,81.8,1711.0,0.209,0.402,0.002,0.203,
1760397714.7426033,2025-10-13T18:21:54,26.8,81.9,1711.0,0.261,0.676,0.009,0.15,
1760397715.7750936,2025-10-13T18:21:55,27.5,81.6,1711.0,0.001,1.103,0.003,0.166,
1760397716.8117347,2025-10-13T18:21:56,21.5,81.6,1711.0,0.231,0.419,0.017,0.006,
1760397717.8672583,2025-10-13T18:21:57,19.7,81.6,1711.0,0.0,0.004,0.009,0.002,
1760397718.9103308,2025-10-13T18:21:58,31.1,81.5,1711.0,0.0,0.238,0.001,0.002,
1760397719.9368992,2025-10-13T18:21:59,23.0,81.5,1711.0,0.0,0.324,0.0,0.003,
1760397720.9755154,2025-10-13T18:22:00,17.2,81.5,1711.0,0.0,0.201,0.0,0.0,
1760397722.0111778,2025-10-13T18:22:02,16.5,81.2,1711.0,0.0,0.0,0.0,0.0,
1760397723.0446925,2025-10-13T18:22:03,15.3,81.2,1711.0,0.0,0.254,0.0,0.0,
1760397724.0893059,2025-10-13T18:22:04,16.0,81.2,1711.0,0.0,0.102,0.001,0.001,
1760397725.138959,2025-10-13T18:22:05,16.2,81.2,1711.0,0.0,0.07,0.0,0.0,
1760397726.1769226,2025-10-13T18:22:06,21.3,80.9,1711.0,0.0,0.0,0.0,0.0,
1760397727.2143667,2025-10-13T18:22:07,19.6,80.9,1711.0,0.0,0.094,0.0,0.0,
1760397728.2533345,2025-10-13T18:22:08,18.9,80.9,1711.0,0.0,0.233,0.0,0.001,
1760397729.2916148,2025-10-13T18:22:09,19.2,80.9,1711.0,0.0,0.098,0.001,0.001,
1760397730.3257911,2025-10-13T18:22:10,19.0,80.9,1711.0,0.0,0.078,0.011,0.007,
1760397731.3618782,2025-10-13T18:22:11,19.9,80.9,1711.0,0.0,0.033,0.0,0.0,
1760397732.3960276,2025-10-13T18:22:12,36.7,80.8,1711.0,0.008,0.225,0.0,0.0,
1760397733.4251828,2025-10-13T18:22:13,29.7,80.8,1711.0,0.09,0.156,0.007,0.006,
1760397734.4546683,2025-10-13T18:22:14,18.6,80.8,1711.0,0.0,0.52,0.0,0.0,
1760397735.4966924,2025-10-13T18:22:15,35.4,80.9,1711.0,7.113,0.082,0.0,0.0,
1760397736.5335886,2025-10-13T18:22:16,26.6,80.9,1711.0,0.266,0.504,0.002,0.005,
1760397737.5765417,2025-10-13T18:22:17,44.8,81.1,1711.0,3.02,0.315,0.0,0.001,
1760397738.6039562,2025-10-13T18:22:18,28.9,81.2,1711.0,8.495,0.377,0.001,0.0,
1760397739.6447887,2025-10-13T18:22:19,36.6,81.2,1711.0,0.557,0.238,0.022,0.011,
1760397740.6818647,2025-10-13T18:22:20,34.2,81.6,1711.0,2.341,0.41,0.013,0.011,
1760397741.712123,2025-10-13T18:22:21,21.1,81.7,1711.0,0.066,0.438,0.002,0.004,
1760397742.7481227,2025-10-13T18:22:22,19.7,81.6,1711.0,0.4,0.557,0.016,0.016,
1760397743.776741,2025-10-13T18:22:23,25.5,81.6,1711.0,1.262,0.201,0.009,0.012,
1760397744.8047698,2025-10-13T18:22:24,28.2,81.6,1711.0,18.981,0.893,0.0,0.0,
1760397745.8355353,2025-10-13T18:22:25,45.6,84.4,1711.0,95.228,0.279,0.0,0.0,
1760397746.8639286,2025-10-13T18:22:26,40.4,84.6,1711.0,4.211,0.332,0.001,0.0,
1760397747.8957684,2025-10-13T18:22:27,43.5,84.3,1711.0,1.118,0.0,0.005,0.006,
1760397748.9245398,2025-10-13T18:22:28,37.9,83.7,1711.0,0.369,6.742,0.001,0.002,
1760397749.9538314,2025-10-13T18:22:29,33.5,83.4,1711.0,0.729,0.139,0.0,0.003,
1760397750.9887242,2025-10-13T18:22:30,27.6,83.5,1711.0,0.066,0.291,0.001,0.0,
1760397752.0301545,2025-10-13T18:22:32,31.4,84.2,1711.0,0.0,0.098,0.025,0.012,
1760397753.0595963,2025-10-13T18:22:33,43.6,84.8,1711.0,0.0,0.238,0.003,0.004,
1760397754.0912282,2025-10-13T18:22:34,39.1,84.6,1711.0,0.066,0.18,0.001,0.001,
1760397755.1196363,2025-10-13T18:22:35,29.6,84.5,1711.0,0.188,0.086,0.0,0.0,
1760397756.1449342,2025-10-13T18:22:36,30.9,84.3,1711.0,1.705,0.0,0.007,0.007,
1760397757.1824386,2025-10-13T18:22:37,19.3,84.2,1711.0,0.0,0.213,0.0,0.0,
1760397758.21679,2025-10-13T18:22:38,23.2,84.5,1711.0,0.049,0.77,0.004,0.006,
1760397759.2538126,2025-10-13T18:22:39,16.8,84.5,1711.0,0.0,0.299,0.001,0.001,
1760397760.2857602,2025-10-13T18:22:40,18.5,84.4,1711.0,0.016,0.537,0.004,0.001,
1760397761.314978,2025-10-13T18:22:41,19.9,84.4,1711.0,0.0,0.188,0.003,0.006,
1760397762.341697,2025-10-13T18:22:42,21.8,84.4,1711.0,0.037,0.188,0.0,0.0,
1760397763.3714375,2025-10-13T18:22:43,21.9,84.3,1711.0,0.225,0.291,0.0,0.0,
1760397764.4093463,2025-10-13T18:22:44,16.4,84.3,1711.0,0.0,1.13,0.015,0.002,
1760397765.4440143,2025-10-13T18:22:45,48.0,84.3,1711.0,1.816,0.324,0.0,0.001,
1760397766.4736617,2025-10-13T18:22:46,20.8,84.0,1711.0,0.0,0.225,0.0,0.0,
1760397767.5049906,2025-10-13T18:22:47,19.0,83.9,1711.0,0.0,0.156,0.0,0.0,
1760397768.540409,2025-10-13T18:22:48,20.0,83.9,1711.0,0.066,0.385,0.003,0.0,
1760397769.5826895,2025-10-13T18:22:49,18.9,83.9,1711.0,0.147,0.299,0.011,0.014,
1760397770.6258502,2025-10-13T18:22:50,32.7,84.2,1711.0,1.57,0.446,0.003,0.001,
1760397771.8193336,2025-10-13T18:22:51,34.9,84.2,1711.0,0.0,0.528,0.017,0.036,
1760397772.8593671,2025-10-13T18:22:52,31.0,84.2,1711.0,0.082,0.561,0.002,0.002,
1760397773.8940618,2025-10-13T18:22:53,23.5,84.3,1711.0,0.098,0.332,0.011,0.009,
1760397774.9367146,2025-10-13T18:22:54,19.0,84.3,1711.0,0.0,0.811,0.005,0.007,
1760397775.9744453,2025-10-13T18:22:55,20.4,84.3,1711.0,0.0,0.229,0.006,0.006,
1760397777.0062184,2025-10-13T18:22:57,20.4,84.3,1711.0,0.0,0.238,0.001,0.001,
1760397778.0377247,2025-10-13T18:22:58,35.0,84.3,1711.0,0.225,0.168,0.015,0.011,
1760397779.0852165,2025-10-13T18:22:59,23.9,84.4,1711.0,0.266,0.205,0.004,0.038,
1760397780.121728,2025-10-13T18:23:00,23.5,84.3,1711.0,0.033,1.135,0.002,0.003,
1760397781.162961,2025-10-13T18:23:01,19.8,84.2,1711.0,0.0,0.233,0.006,0.006,
1760397782.1900961,2025-10-13T18:23:02,36.9,84.2,1711.0,0.0,0.197,0.002,0.006,
1760397783.2199032,2025-10-13T18:23:03,20.9,84.0,1711.0,0.033,0.0,0.0,0.0,
1760397784.2557492,2025-10-13T18:23:04,16.8,84.0,1711.0,0.0,0.152,0.001,0.001,
1760397785.277208,2025-10-13T18:23:05,16.1,83.9,1711.0,0.0,0.106,0.0,0.0,
1760397786.3113232,2025-10-13T18:23:06,18.3,83.8,1711.0,0.0,0.291,0.0,0.0,
1760397787.3431077,2025-10-13T18:23:07,21.1,83.7,1711.0,0.104,0.0,0.0,0.0,
1760397788.3846025,2025-10-13T18:23:08,18.7,83.7,1711.0,0.016,0.59,0.0,0.0,
1760397789.4059072,2025-10-13T18:23:09,19.1,83.8,1711.0,0.016,0.446,0.001,0.001,
1760397790.4315507,2025-10-13T18:23:10,20.3,83.8,1711.0,0.115,0.319,0.006,0.01,
1760397791.4671812,2025-10-13T18:23:11,18.9,83.7,1711.0,0.0,0.139,0.001,0.001,
1760397792.5009067,2025-10-13T18:23:12,19.0,83.8,1711.0,0.43,1.593,0.008,0.017,
1760397793.5344815,2025-10-13T18:23:13,19.2,83.8,1711.0,0.066,0.238,0.0,0.0,
1760397794.567873,2025-10-13T18:23:14,18.6,83.9,1711.0,0.049,0.95,0.001,0.001,
1760397795.6067123,2025-10-13T18:23:15,20.2,83.8,1711.0,0.033,0.287,0.0,0.002,
1760397796.6369498,2025-10-13T18:23:16,17.2,83.8,1711.0,0.377,0.393,0.0,0.001,
1760397797.6697862,2025-10-13T18:23:17,20.5,83.8,1711.0,0.0,0.279,0.0,0.0,
1760397798.7105396,2025-10-13T18:23:18,21.3,83.9,1466.0,0.049,0.483,0.0,0.001,
1760397799.7304573,2025-10-13T18:23:19,34.3,84.0,1711.0,0.049,0.283,0.005,0.008,
1760397800.7677827,2025-10-13T18:23:20,23.5,84.0,1711.0,0.418,0.332,0.0,0.001,
1760397801.8014336,2025-10-13T18:23:21,22.9,84.0,1711.0,0.016,0.43,0.007,0.007,
1760397802.831691,2025-10-13T18:23:22,24.9,84.0,1711.0,0.0,0.36,0.005,0.005,
1760397803.872155,2025-10-13T18:23:23,26.1,84.0,1711.0,0.0,0.168,0.003,0.003,
1760397804.9185047,2025-10-13T18:23:24,25.9,84.2,1711.0,7.843,0.41,0.001,0.007,
1760397805.957331,2025-10-13T18:23:25,19.1,84.2,1711.0,0.229,0.451,0.0,0.0,
1760397807.0216937,2025-10-13T18:23:27,18.2,84.2,1711.0,0.0,0.287,0.011,0.011,
1760397808.0589504,2025-10-13T18:23:28,32.8,84.0,1711.0,0.016,0.307,0.0,0.0,
1760397809.09607,2025-10-13T18:23:29,32.7,84.1,1711.0,0.0,0.176,0.0,0.002,
1760397810.1374426,2025-10-13T18:23:30,21.5,84.1,1711.0,0.033,1.262,0.001,0.003,
1760397811.1765323,2025-10-13T18:23:31,21.4,84.0,1711.0,0.066,0.561,0.001,0.001,
1760397812.2304714,2025-10-13T18:23:32,17.5,84.0,1711.0,0.0,0.246,0.0,0.0,
1760397813.2600844,2025-10-13T18:23:33,20.0,84.0,1711.0,0.0,0.037,0.0,0.0,
1760397814.2900186,2025-10-13T18:23:34,23.5,84.1,1711.0,0.0,0.451,0.0,0.0,
1760397815.3236961,2025-10-13T18:23:35,19.2,83.8,1711.0,0.016,0.299,0.001,0.001,
1760397816.3606336,2025-10-13T18:23:36,18.2,83.8,1466.0,0.0,0.299,0.008,0.007,
1760397817.3764646,2025-10-13T18:23:37,18.3,83.8,1711.0,0.0,0.0,0.0,0.0,
1760397818.4249437,2025-10-13T18:23:38,16.3,83.8,1711.0,0.016,0.356,0.0,0.0,
1760397819.480874,2025-10-13T18:23:39,18.3,83.4,1711.0,0.0,0.27,0.001,0.0,
1760397820.5153685,2025-10-13T18:23:40,23.5,83.6,1711.0,0.09,0.319,0.0,0.0,
1760397821.5644698,2025-10-13T18:23:41,18.9,83.6,1711.0,0.066,0.045,0.0,0.0,
1760397822.6040976,2025-10-13T18:23:42,24.3,83.6,1711.0,0.078,0.52,0.0,0.0,
1760397823.6345751,2025-10-13T18:23:43,25.1,83.6,1711.0,0.045,0.274,0.0,0.001,
1760397824.6828418,2025-10-13T18:23:44,35.5,83.9,1711.0,0.0,0.397,0.001,0.001,
1760397825.727279,2025-10-13T18:23:45,22.5,83.9,1711.0,0.0,0.156,0.013,0.008,
1760397826.7624419,2025-10-13T18:23:46,18.4,83.8,1711.0,0.0,0.954,0.024,0.024,
1760397827.796767,2025-10-13T18:23:47,20.1,83.8,1711.0,0.0,0.262,0.0,0.0,
1760397828.8274133,2025-10-13T18:23:48,25.6,83.9,1711.0,0.825,0.176,0.0,0.0,
1760397829.862329,2025-10-13T18:23:49,31.7,83.9,1711.0,0.143,0.434,0.001,0.001,
1760397830.902733,2025-10-13T18:23:50,26.7,84.1,1466.0,0.615,0.045,0.01,0.007,
1760397831.9177272,2025-10-13T18:23:51,23.1,84.1,1711.0,2.08,0.676,0.012,0.037,
1760397832.9506927,2025-10-13T18:23:52,24.1,84.0,1711.0,0.496,0.815,0.005,0.004,
1760397833.9889913,2025-10-13T18:23:53,52.2,89.6,1711.0,1.049,40.493,0.005,0.005,System Idle Process cpu=1256.6% mem=0.0% (pid=0); OneDrive.exe cpu=186.3% mem=2.2% (pid=20416); Taskmgr.exe cpu=21.7% mem=0.6% (pid=28296)
1760397838.2450242,2025-10-13T18:23:58,99.7,92.0,1711.0,0.594,34.333,0.008,0.008,OneDrive.exe cpu=155.8% mem=2.3% (pid=20416); System cpu=90.6% mem=0.0% (pid=4); python.exe cpu=88.2% mem=0.2% (pid=30436)
1760397841.8080504,2025-10-13T18:24:01,99.0,92.3,1711.0,0.197,17.961,0.001,0.006,OneDrive.exe cpu=148.0% mem=2.3% (pid=20416); python.exe cpu=87.5% mem=1.7% (pid=4972); python.exe cpu=84.5% mem=0.2% (pid=22560)
1760397845.618343,2025-10-13T18:24:05,99.2,92.2,1711.0,0.279,21.176,0.001,0.001,OneDrive.exe cpu=161.0% mem=2.3% (pid=20416); python.exe cpu=88.5% mem=2.7% (pid=4972); python.exe cpu=88.5% mem=0.2% (pid=10864)
1760397849.1380277,2025-10-13T18:24:09,98.8,91.8,1711.0,0.262,16.884,0.006,0.004,OneDrive.exe cpu=154.5% mem=2.3% (pid=20416); python.exe cpu=87.0% mem=0.2% (pid=31540); python.exe cpu=81.6% mem=0.2% (pid=10864)
1760397852.420815,2025-10-13T18:24:12,98.4,92.0,1711.0,0.016,10.428,0.001,0.001,OneDrive.exe cpu=151.9% mem=2.3% (pid=20416); python.exe cpu=91.7% mem=1.9% (pid=4972); python.exe cpu=91.3% mem=3.2% (pid=20704)
1760397856.0909467,2025-10-13T18:24:16,99.0,91.6,1711.0,0.09,13.795,0.001,0.001,OneDrive.exe cpu=149.9% mem=2.3% (pid=20416); python.exe cpu=91.2% mem=3.2% (pid=20704); python.exe cpu=87.6% mem=2.7% (pid=4972)
1760397859.424565,2025-10-13T18:24:19,98.8,92.0,1711.0,0.016,8.02,0.005,0.002,OneDrive.exe cpu=147.6% mem=2.3% (pid=20416); python.exe cpu=94.1% mem=0.2% (pid=25892); python.exe cpu=88.1% mem=0.2% (pid=20800)
1760397863.1804214,2025-10-13T18:24:23,99.2,90.7,1711.0,0.513,15.192,0.013,0.01,OneDrive.exe cpu=166.6% mem=2.3% (pid=20416); python.exe cpu=66.8% mem=0.2% (pid=3920); python.exe cpu=56.5% mem=0.4% (pid=29004)
1760397866.8382514,2025-10-13T18:24:26,58.2,83.0,1711.0,0.102,0.782,0.009,0.008,
1760397867.8690028,2025-10-13T18:24:27,16.2,83.0,1711.0,0.004,0.066,0.0,0.0,
1760397868.9041607,2025-10-13T18:24:28,16.8,83.0,1711.0,0.0,0.0,0.0,0.002,
1760397869.9402747,2025-10-13T18:24:29,17.8,83.0,1711.0,0.004,0.106,0.001,0.003,
1760397870.975139,2025-10-13T18:24:30,21.6,83.0,1711.0,0.0,0.0,0.0,0.0,
1760397872.0106676,2025-10-13T18:24:32,18.0,82.9,1711.0,0.213,0.0,0.0,0.0,
1760397873.0464802,2025-10-13T18:24:33,17.3,82.9,1711.0,0.004,0.102,0.0,0.0,
1760397874.0818212,2025-10-13T18:24:34,17.7,82.9,1711.0,0.0,0.045,0.0,0.014,
1760397875.11217,2025-10-13T18:24:35,27.9,82.9,1711.0,0.84,0.164,0.016,0.011,
1760397876.1417372,2025-10-13T18:24:36,25.5,83.0,1711.0,0.008,0.082,0.009,0.052,
1760397877.1698277,2025-10-13T18:24:37,25.1,83.0,1711.0,0.0,0.0,0.0,0.0,
1760397878.2038321,2025-10-13T18:24:38,27.9,82.9,1711.0,0.0,1.073,0.0,0.0,
1760397879.243085,2025-10-13T18:24:39,19.2,83.0,1711.0,0.016,0.979,0.0,0.0,
1760397880.274995,2025-10-13T18:24:40,16.4,83.0,1711.0,0.004,0.102,0.001,0.001,
1760397881.310989,2025-10-13T18:24:41,19.6,83.0,1711.0,0.004,0.074,0.009,0.005,
1760397882.34959,2025-10-13T18:24:42,17.4,83.0,1711.0,0.0,0.0,0.0,0.0,
1760397883.39057,2025-10-13T18:24:43,17.7,82.9,1711.0,0.111,0.098,0.0,0.001,
1760397884.4196377,2025-10-13T18:24:44,17.8,82.9,1711.0,0.037,0.131,0.0,0.001,
1760397885.4534814,2025-10-13T18:24:45,18.5,82.9,1711.0,0.0,0.094,0.001,0.001,
1760397886.5139844,2025-10-13T18:24:46,21.7,82.9,1711.0,0.066,0.045,0.0,0.0,
1760397887.547641,2025-10-13T18:24:47,23.5,82.9,1711.0,0.295,2.556,0.0,0.0,
1760397888.5748262,2025-10-13T18:24:48,17.1,82.8,1711.0,0.004,1.311,0.0,0.0,
1760397889.6074038,2025-10-13T18:24:49,18.4,82.8,1711.0,0.0,0.188,0.0,0.0,
1760397890.6437488,2025-10-13T18:24:50,15.8,82.9,1711.0,0.0,0.324,0.001,0.0,
1760397891.6780527,2025-10-13T18:24:51,22.0,82.8,1711.0,0.016,0.459,0.0,0.016,
1760397892.7154038,2025-10-13T18:24:52,27.1,82.9,1711.0,0.014,1.018,0.008,0.542,
1760397893.7448802,2025-10-13T18:24:53,31.6,83.0,1711.0,0.041,0.262,0.004,0.134,
1760397894.7752845,2025-10-13T18:24:54,25.9,83.1,1711.0,0.016,0.668,0.003,0.086,
1760397895.807001,2025-10-13T18:24:55,28.3,83.1,1711.0,0.142,0.767,0.007,0.15,
1760397896.8355756,2025-10-13T18:24:56,17.9,83.1,1711.0,0.037,0.451,0.0,0.0,
1760397897.8676102,2025-10-13T18:24:57,17.7,83.1,1711.0,0.0,0.123,0.0,0.001,
1760397898.9049187,2025-10-13T18:24:58,18.1,83.1,1711.0,0.0,0.524,0.018,0.009,
1760397899.940454,2025-10-13T18:24:59,17.6,83.1,1711.0,0.0,0.467,0.001,0.004,
1760397900.9746215,2025-10-13T18:25:00,19.4,83.1,1711.0,0.639,0.274,0.0,0.0,
1760397902.0120537,2025-10-13T18:25:02,18.2,83.1,1711.0,0.0,0.348,0.0,0.001,
1760397903.0531435,2025-10-13T18:25:03,17.4,83.1,1711.0,0.0,0.41,0.0,0.0,
1760397904.087567,2025-10-13T18:25:04,23.9,83.1,1711.0,0.0,0.336,0.0,0.0,
1760397905.1187577,2025-10-13T18:25:05,27.2,83.2,1711.0,0.0,0.389,0.001,0.001,
1760397906.1495206,2025-10-13T18:25:06,27.5,83.3,1711.0,0.049,0.053,0.0,0.001,
1760397907.1801887,2025-10-13T18:25:07,20.7,83.2,1711.0,0.0,0.287,0.0,0.0,
1760397908.210687,2025-10-13T18:25:08,24.9,83.3,1711.0,0.045,0.492,0.009,0.005,
1760397909.244307,2025-10-13T18:25:09,17.6,83.3,1711.0,0.0,0.328,0.0,0.003,
1760397910.2767334,2025-10-13T18:25:10,16.2,83.3,1711.0,0.0,0.487,0.001,0.001,
1760397911.2998838,2025-10-13T18:25:11,15.9,83.3,1711.0,0.0,0.049,0.0,0.0,
1760397912.337569,2025-10-13T18:25:12,20.2,83.1,1711.0,0.0,0.422,0.0,0.0,
1760397913.3797069,2025-10-13T18:25:13,20.2,83.1,1711.0,0.049,0.381,0.0,0.0,
1760397914.4174006,2025-10-13T18:25:14,19.9,83.2,1711.0,0.049,0.831,0.0,0.0,
1760397915.453374,2025-10-13T18:25:15,18.0,83.2,1711.0,0.029,0.0,0.001,0.001,
1760397916.495492,2025-10-13T18:25:16,16.9,83.2,1711.0,0.0,0.426,0.0,0.0,
1760397917.5408394,2025-10-13T18:25:17,17.6,83.2,1711.0,0.016,0.52,0.0,0.0,
1760397918.5823798,2025-10-13T18:25:18,17.9,83.2,1711.0,0.0,0.61,0.009,0.005,
1760397919.6255355,2025-10-13T18:25:19,17.1,83.2,1711.0,0.0,0.082,0.0,0.0,
1760397920.6614826,2025-10-13T18:25:20,23.2,83.2,1711.0,0.0,0.43,0.001,0.001,
1760397921.6990952,2025-10-13T18:25:21,19.2,83.1,1711.0,0.066,0.324,0.0,0.001,
1760397922.7310836,2025-10-13T18:25:22,27.6,83.1,1711.0,0.0,0.344,0.0,0.0,
1760397923.767915,2025-10-13T18:25:23,22.7,83.1,1711.0,0.025,0.156,0.0,0.0,
1760397924.8020515,2025-10-13T18:25:24,23.1,83.1,1711.0,0.016,0.389,0.0,0.0,
1760397925.8389676,2025-10-13T18:25:25,21.3,83.1,1711.0,0.004,0.512,0.001,0.001,
1760397926.8743083,2025-10-13T18:25:26,20.2,83.1,1711.0,0.016,0.283,0.006,0.007,
1760397927.9096768,2025-10-13T18:25:27,21.0,83.1,1711.0,0.0,0.0,0.0,0.0,
1760397928.9429295,2025-10-13T18:25:28,20.9,83.1,1711.0,0.016,0.573,0.0,0.001,
1760397929.984263,2025-10-13T18:25:29,21.8,83.1,1711.0,0.061,1.139,0.001,0.004,
1760397931.0185108,2025-10-13T18:25:31,21.4,83.1,1711.0,0.16,2.933,0.008,0.008,
1760397932.0584483,2025-10-13T18:25:32,17.4,83.1,1711.0,0.0,7.688,0.0,0.0,
1760397933.1021748,2025-10-13T18:25:33,18.5,83.1,1711.0,0.0,0.201,0.0,0.0,
1760397934.1459017,2025-10-13T18:25:34,21.0,83.1,1711.0,0.0,0.16,0.0,0.0,
1760397935.180943,2025-10-13T18:25:35,19.7,83.2,1711.0,0.004,0.201,0.001,0.001,
1760397936.2156944,2025-10-13T18:25:36,17.8,83.2,1711.0,0.0,0.164,0.0,0.0,
1760397937.2540593,2025-10-13T18:25:37,15.9,83.2,1711.0,0.0,0.0,0.0,0.0,
1760397938.2917137,2025-10-13T18:25:38,19.1,83.2,1711.0,0.0,0.143,0.0,0.0,
1760397939.3316891,2025-10-13T18:25:39,17.1,83.2,1711.0,0.0,0.168,0.0,0.0,
1760397940.3689594,2025-10-13T18:25:40,16.6,83.2,1711.0,0.02,0.233,0.001,0.001,
1760397941.4106524,2025-10-13T18:25:41,17.0,83.2,1711.0,0.0,0.111,0.0,0.0,
1760397942.465962,2025-10-13T18:25:42,22.2,83.2,1711.0,0.508,0.324,0.001,0.001,
1760397943.5825377,2025-10-13T18:25:43,34.3,83.3,1711.0,3.539,0.352,0.033,0.299,
1760397944.6156223,2025-10-13T18:25:44,38.3,84.2,1711.0,3.787,2.114,0.006,0.008,
1760397945.6576242,2025-10-13T18:25:45,25.6,84.4,1711.0,0.869,0.709,0.001,0.001,
1760397946.6853504,2025-10-13T18:25:46,26.6,84.2,1466.0,0.061,1.905,0.0,0.0,
1760397947.7162035,2025-10-13T18:25:47,25.6,84.1,1711.0,0.131,0.418,0.037,0.007,
1760397948.7526789,2025-10-13T18:25:48,18.8,84.1,1711.0,0.0,0.303,0.0,0.0,
1760397949.7894166,2025-10-13T18:25:49,17.3,84.0,1711.0,0.0,0.242,0.0,0.0,
1760397950.8244812,2025-10-13T18:25:50,16.7,84.0,1711.0,0.0,0.049,0.001,0.001,
1760397951.8648424,2025-10-13T18:25:51,17.3,84.1,1711.0,0.0,0.52,0.004,0.008,
1760397952.9010892,2025-10-13T18:25:52,18.4,84.1,1711.0,0.049,0.283,0.0,0.001,
1760397953.9381335,2025-10-13T18:25:53,18.4,84.0,1711.0,0.0,0.385,0.0,0.0,
1760397954.977925,2025-10-13T18:25:54,16.4,84.1,1711.0,0.434,1.294,0.0,0.0,
1760397956.0207188,2025-10-13T18:25:56,16.1,84.1,1711.0,0.0,0.246,0.001,0.001,
1760397957.060343,2025-10-13T18:25:57,18.0,84.1,1711.0,0.0,0.537,0.0,0.0,
1760397958.0963268,2025-10-13T18:25:58,18.8,84.1,1711.0,0.0,0.528,0.008,0.01,
1760397959.1185532,2025-10-13T18:25:59,16.7,84.1,1711.0,0.0,0.197,0.0,0.002,
1760397960.134485,2025-10-13T18:26:00,16.3,84.1,1711.0,0.0,0.328,0.001,0.003,
1760397961.1771793,2025-10-13T18:26:01,17.1,84.1,1711.0,0.0,0.319,0.0,0.0,
1760397962.2169118,2025-10-13T18:26:02,18.1,84.1,1711.0,0.0,0.385,0.0,0.0,
1760397963.2532403,2025-10-13T18:26:03,19.6,84.1,1711.0,0.012,0.516,0.017,0.02,
1760397964.2943149,2025-10-13T18:26:04,18.3,84.1,1711.0,0.033,0.565,0.002,0.008,
1760397965.3287814,2025-10-13T18:26:05,19.3,84.1,1711.0,0.0,0.651,0.001,0.001,
1760397966.3638222,2025-10-13T18:26:06,21.6,84.2,1711.0,0.016,0.287,0.0,0.0,
1760397967.4022923,2025-10-13T18:26:07,21.2,84.2,1711.0,0.0,0.147,0.0,0.0,
1760397968.443026,2025-10-13T18:26:08,25.0,84.2,1711.0,0.066,0.647,0.007,0.009,
